# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,RYPQAVBIDB,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,20,33
# x,y,z,u,w
1.688386215725434125e+00, 6.609074914809166534e-01, -5.851256413511633780e-03, 1.114146371585650552e+00, 4.173311976788848798e-02
1.642292765563151402e+00, 6.609074914809166534e-01, -1.102890982099561691e-02, 1.114146371585650552e+00, 9.595583006934514658e-02
1.577392250683792740e+00, 6.609074914809167645e-01, -1.798875616434131297e-02, 1.114146371585650552e+00, 1.722603643809274832e-01
1.488641406617129181e+00, 6.609074914809166534e-01, -2.692403537617377163e-02, 1.114146371585650552e+00, 2.765358755368439447e-01
1.372003685347537694e+00, 6.609074914809166534e-01, -3.768686565624404516e-02, 1.114146371585650552e+00, 4.134663504172014781e-01
1.226474922407476909e+00, 6.609074914809166534e-01, -4.960364914010430976e-02, 1.114146371585650552e+00, 5.841612375912467181e-01
1.056220443608072213e+00, 6.609074914809166534e-01, -6.132752973126215368e-02, 1.114146371585650552e+00, 7.836633902842906618e-01
8.714064950825914924e-01, 6.609074914809166534e-01, -7.080443391093632632e-02, 1.114146371585650552e+00, 1.000000000000000000e+00
6.864194712210438531e-01, 6.609074914809166534e-01, -7.578419817594757302e-02, 1.114146371585650552e+00, 1.216336609715709338e+00
5.157734133418079292e-01, 6.609074914809167645e-01, -7.460866658936674001e-02, 1.114146371585650552e+00, 1.415838762408753171e+00
3.699640548113773963e-01, 6.609074914809166534e-01, -6.707311035190643977e-02, 1.114146371585650552e+00, 1.586533649582798411e+00
2.534004414417725948e-01, 6.609074914809166534e-01, -5.555865693154560941e-02, 1.114146371585650552e+00, 1.723464124463156111e+00
1.648276193599078066e-01, 6.609074914809166534e-01, -4.499944142313711676e-02, 1.114146371585650552e+00, 1.827739635619072489e+00
1.003022476740532687e-01, 6.609074914809166534e-01, -3.510346743850818740e-02, 1.114146371585650552e+00, 1.904044169930654951e+00
5.589217358904462196e-02, 6.609074914809166534e-01, -2.196820436989285405e-02, 1.114146371585650552e+00, 1.958266880232111484e+00
3.320779160422360210e-02, 6.609074914809166534e-01, 0.000000000000000000e+00, 1.114146371585650552e+00, 2.000000000000000000e+00
4.138411418996373881e-02, 6.609074914809166534e-01, 3.102431625733485451e-02, 1.114146371585650552e+00, 2.041733119767888294e+00
7.693638564029499360e-02, 6.609074914809166534e-01, 6.209717381078550674e-02, 1.114146371585650552e+00, 2.095955830069344827e+00
1.372252246806299758e-01, 6.609074914809168755e-01, 9.057510333116319812e-02, 1.114146371585650552e+00, 2.172260364380927289e+00
2.254755883173264752e-01, 6.609074914809166534e-01, 1.131176972496765187e-01, 1.114146371585650552e+00, 2.276535875536843889e+00
3.444965595706649397e-01, 6.609074914809166534e-01, 1.254387130490953739e-01, 1.114146371585650552e+00, 2.413466350417201589e+00
4.936914967249411701e-01, 6.609074914809166534e-01, 1.280841890350883916e-01, 1.114146371585650552e+00, 2.584161237591246607e+00
6.680072748743911548e-01, 6.609074914809166534e-01, 1.225944202069205596e-01, 1.114146371585650552e+00, 2.783663390284290440e+00
8.566967404972991584e-01, 6.609074914809166534e-01, 1.097901090390457218e-01, 1.114146371585650552e+00, 3.000000000000000000e+00
1.044996992861296103e+00, 6.609074914809166534e-01, 9.213419450554767576e-02, 1.114146371585650552e+00, 3.216336609715709116e+00
1.218317256272709148e+00, 6.609074914809166534e-01, 7.266420772815271323e-02, 1.114146371585650552e+00, 3.415838762408752949e+00
1.366377235299470527e+00, 6.609074914809167645e-01, 5.403944024585927847e-02, 1.114146371585650552e+00, 3.586533649582798411e+00
1.484986475200278822e+00, 6.609074914809166534e-01, 3.784809086607467815e-02, 1.114146371585650552e+00, 3.723464124463156111e+00
1.575203050319354592e+00, 6.609074914809166534e-01, 2.475913398148053834e-02, 1.114146371585650552e+00, 3.827739635619072267e+00
1.641153996594532982e+00, 6.609074914809166534e-01, 1.473691172681535454e-02, 1.114146371585650552e+00, 3.904044169930655173e+00
1.687981592699762334e+00, 6.609074914809166534e-01, 7.370997463014678473e-03, 1.114146371585650552e+00, 3.958266880232111262e+00
1.720498932682521964e+00, 6.609074914809166534e-01, 0.000000000000000000e+00, 1.114146371585650552e+00, 4.000000000000000000e+00
1.665544031857389529e+00, 1.025481611500288492e+00, 0.000000000000000000e+00, 1.177112540846336541e+00, 0.000000000000000000e+00
1.634825858785947439e+00, 1.025481611500288492e+00, -5.597156647810980906e-03, 1.177112540846336541e+00, 4.173311976788848798e-02
1.590734087247682060e+00, 1.025481611500288492e+00, -1.054996253114907218e-02, 1.177112540846336541e+00, 9.595583006934514658e-02
1.528651976563808024e+00, 1.025481611500288714e+00, -1.720756689428127109e-02, 1.177112540846336541e+00, 1.722603643809274832e-01
1.443755273742945766e+00, 1.025481611500288492e+00, -2.575481792998498415e-02, 1.177112540846336541e+00, 2.765358755368439447e-01
1.332182717620440160e+00, 1.025481611500288492e+00, -3.605020959259345320e-02, 1.177112540846336541e+00, 4.134663504172014781e-01
1.192973770382603771e+00, 1.025481611500288492e+00, -4.744953475275797555e-02, 1.177112540846336541e+00, 5.841612375912467181e-01
1.030112852529212031e+00, 1.025481611500288492e+00, -5.866426033921947475e-02, 1.177112540846336541e+00, 7.836633902842906618e-01
8.533247329826947336e-01, 1.025481611500288492e+00, -6.772964299495615181e-02, 1.177112540846336541e+00, 1.000000000000000000e+00
6.763710537738162332e-01, 1.025481611500288492e+00, -7.249315337472286846e-02, 1.177112540846336541e+00, 1.216336609715709338e+00
5.131355621491586749e-01, 1.025481611500288714e+00, -7.136867104656013927e-02, 1.177112540846336541e+00, 1.415838762408753171e+00
3.736581981889864901e-01, 1.025481611500288492e+00, -6.416035787264789958e-02, 1.177112540846336541e+00, 1.586533649582798411e+00
2.621565381424393881e-01, 1.025481611500288492e+00, -5.314593721610997440e-02, 1.177112540846336541e+00, 1.723464124463156111e+00
1.774301369684999075e-01, 1.025481611500288492e+00, -4.304521380777989736e-02, 1.177112540846336541e+00, 1.827739635619072489e+00
1.157068677714624128e-01, 1.025481611500288492e+00, -3.357904563555864919e-02, 1.177112540846336541e+00, 1.904044169930654951e+00
7.322536912773697226e-02, 1.025481611500288492e+00, -2.101420147055593421e-02, 1.177112540846336541e+00, 1.958266880232111484e+00
5.152609115136389667e-02, 1.025481611500288492e+00, 0.000000000000000000e+00, 1.177112540846336541e+00, 2.000000000000000000e+00
5.934734441412376632e-02, 1.025481611500288492e+00, 2.967703783798412639e-02, 1.177112540846336541e+00, 2.041733119767888294e+00
9.335570406035181845e-02, 1.025481611500288492e+00, 5.940050899200283174e-02, 1.177112540846336541e+00, 2.095955830069344827e+00
1.510263861761401150e-01, 1.025481611500288937e+00, 8.664176626359383626e-02, 1.177112540846336541e+00, 2.172260364380927289e+00
2.354443645067543223e-01, 1.025481611500288492e+00, 1.082053881084522606e-01, 1.177112540846336541e+00, 2.276535875536843889e+00
3.492966739669404186e-01, 1.025481611500288492e+00, 1.199913158846015460e-01, 1.177112540846336541e+00, 2.413466350417201589e+00
4.920125865600018522e-01, 1.025481611500288492e+00, 1.225219370803425911e-01, 1.177112540846336541e+00, 2.584161237591246607e+00
6.587584352352588990e-01, 1.025481611500288492e+00, 1.172705698661882651e-01, 1.177112540846336541e+00, 2.783663390284290440e+00
8.392537720050463612e-01, 1.025481611500288492e+00, 1.050223055090808016e-01, 1.177112540846336541e+00, 3.000000000000000000e+00
1.019376798380564608e+00, 1.025481611500288492e+00, 8.813315083012887574e-02, 1.177112540846336541e+00, 3.216336609715709116e+00
1.185170370253486372e+00, 1.025481611500288492e+00, 6.950868817361668950e-02, 1.177112540846336541e+00, 3.415838762408752949e+00
1.326800611202523683e+00, 1.025481611500288714e+00, 5.169269484031543960e-02, 1.177112540846336541e+00, 3.586533649582798411e+00
1.440259063317116617e+00, 1.025481611500288492e+00, 3.620447958985736209e-02, 1.177112540846336541e+00, 3.723464124463156111e+00
1.526557845575989836e+00, 1.025481611500288492e+00, 2.368393069195838876e-02, 1.177112540846336541e+00, 3.827739635619072267e+00
1.589644765501288415e+00, 1.025481611500288492e+00, 1.409690619464827772e-02, 1.177112540846336541e+00, 3.904044169930655173e+00
1.634438807134481975e+00, 1.025481611500288492e+00, 7.050900616120889253e-03, 1.177112540846336541e+00, 3.958266880232111262e+00
1.665544031857389529e+00, 1.025481611500288492e+00, 0.000000000000000000e+00, 1.177112540846336541e+00, 4.000000000000000000e+00
1.607996643724145081e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.243049127525629238e+00, 0.000000000000000000e+00
1.578738801888882382e+00, 1.407254448373393307e+00, -5.331069772540802075e-03, 1.243049127525629238e+00, 4.173311976788848798e-02
1.536743137794444047e+00, 1.407254448373393307e+00, -1.004842099126224478e-02, 1.243049127525629238e+00, 9.595583006934514658e-02
1.477612389004025584e+00, 1.407254448373393529e+00, -1.638952516452325467e-02, 1.243049127525629238e+00, 1.722603643809274832e-01
1.396751645831206812e+00, 1.407254448373393085e+00, -2.453044286647443339e-02, 1.243049127525629238e+00, 2.765358755368439447e-01
1.290483203087157804e+00, 1.407254448373393307e+00, -3.433634458107739929e-02, 1.243049127525629238e+00, 4.134663504172014781e-01
1.157892207691392450e+00, 1.407254448373393307e+00, -4.519380041658874886e-02, 1.243049127525629238e+00, 5.841612375912467181e-01
1.002773640657645737e+00, 1.407254448373393307e+00, -5.587535170493843073e-02, 1.243049127525629238e+00, 7.836633902842906618e-01
8.343899670915355671e-01, 1.407254448373393307e+00, -6.450979938476508746e-02, 1.243049127525629238e+00, 1.000000000000000000e+00
6.658486040872904077e-01, 1.407254448373393307e+00, -6.904685414214629946e-02, 1.243049127525629238e+00, 1.216336609715709338e+00
5.103732708131381024e-01, 1.407254448373393529e+00, -6.797582931174976639e-02, 1.243049127525629238e+00, 1.415838762408753171e+00
3.775266120989230201e-01, 1.407254448373393307e+00, -6.111019683253726686e-02, 1.243049127525629238e+00, 1.586533649582798411e+00
2.713257020895983307e-01, 1.407254448373393307e+00, -5.061939789320744204e-02, 1.243049127525629238e+00, 1.723464124463156111e+00
1.906271760203113730e-01, 1.407254448373393307e+00, -4.099879586519242225e-02, 1.243049127525629238e+00, 1.827739635619072489e+00
1.318381979800571369e-01, 1.407254448373393307e+00, -3.198270951528677658e-02, 1.243049127525629238e+00, 1.904044169930654951e+00
9.137625496826562443e-02, 1.407254448373393307e+00, -2.001519366044129944e-02, 1.243049127525629238e+00, 1.958266880232111484e+00
7.070855310020288109e-02, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.243049127525629238e+00, 2.000000000000000000e+00
7.815798671017558374e-02, 1.407254448373393307e+00, 2.826620180775217192e-02, 1.243049127525629238e+00, 2.041733119767888294e+00
1.105496007977692791e-01, 1.407254448373393307e+00, 5.657662950788625716e-02, 1.243049127525629238e+00, 2.095955830069344827e+00
1.654786149191040667e-01, 1.407254448373393751e+00, 8.252287474550060176e-02, 1.243049127525629238e+00, 2.172260364380927289e+00
2.458834158738362474e-01, 1.407254448373393085e+00, 1.030613416897344092e-01, 1.243049127525629238e+00, 2.276535875536843889e+00
3.543232328743147752e-01, 1.407254448373393307e+00, 1.142869387638316553e-01, 1.243049127525629238e+00, 2.413466350417201589e+00
4.902544741177639609e-01, 1.407254448373393307e+00, 1.166972869157794634e-01, 1.243049127525629238e+00, 2.584161237591246607e+00
6.490732832924157591e-01, 1.407254448373393307e+00, 1.116955678677984398e-01, 1.243049127525629238e+00, 2.783663390284290440e+00
8.209879346921243881e-01, 1.407254448373393307e+00, 1.000295817271744103e-01, 1.243049127525629238e+00, 3.000000000000000000e+00
9.925479759517268352e-01, 1.407254448373393307e+00, 8.394335865745171377e-02, 1.243049127525629238e+00, 3.216336609715709116e+00
1.150459786001384543e+00, 1.407254448373393307e+00, 6.620430756623905955e-02, 1.243049127525629238e+00, 3.415838762408752949e+00
1.285356967165066644e+00, 1.407254448373393529e+00, 4.923524215320263658e-02, 1.243049127525629238e+00, 3.586533649582798411e+00
1.393421644029869233e+00, 1.407254448373393307e+00, 3.448333125490488094e-02, 1.243049127525629238e+00, 3.723464124463156111e+00
1.475617812273130269e+00, 1.407254448373393307e+00, 2.255800488561109443e-02, 1.243049127525629238e+00, 3.827739635619072267e+00
1.535705595933861467e+00, 1.407254448373393307e+00, 1.342670851957215514e-02, 1.243049127525629238e+00, 3.904044169930655173e+00
1.578370150537960148e+00, 1.407254448373393307e+00, 6.715703259527710037e-03, 1.243049127525629238e+00, 3.958266880232111262e+00
1.607996643724145081e+00, 1.407254448373393307e+00, 0.000000000000000000e+00, 1.243049127525629238e+00, 4.000000000000000000e+00
1.548681941463414757e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.311010665552612586e+00, 0.000000000000000000e+00
1.520929278495271042e+00, 1.800751753549626910e+00, -5.056811212871765819e-03, 1.311010665552612586e+00, 4.173311976788848798e-02
1.481094094536772765e+00, 1.800751753549626910e+00, -9.531476815778636147e-03, 1.311010665552612586e+00, 9.595583006934514658e-02
1.425005345698960646e+00, 1.800751753549627132e+00, -1.554636089223512992e-02, 1.311010665552612586e+00, 1.722603643809274832e-01
1.348304508868124696e+00, 1.800751753549626688e+00, -2.326846652482988248e-02, 1.311010665552612586e+00, 2.765358755368439447e-01
1.247503071943208308e+00, 1.800751753549626910e+00, -3.256984576730358877e-02, 1.311010665552612586e+00, 4.134663504172014781e-01
1.121733269581944858e+00, 1.800751753549626910e+00, -4.286879115258203365e-02, 1.311010665552612586e+00, 5.841612375912467181e-01
9.745948255140237659e-01, 1.800751753549626910e+00, -5.300079404661794252e-02, 1.311010665552612586e+00, 7.836633902842906618e-01
8.148737034062002449e-01, 1.800751753549626910e+00, -6.119107248403425625e-02, 1.311010665552612586e+00, 1.000000000000000000e+00
6.550030037836820362e-01, 1.800751753549626910e+00, -6.549471703371040343e-02, 1.311010665552612586e+00, 1.216336609715709338e+00
5.075261478859587339e-01, 1.800751753549627132e+00, -6.447879141226951771e-02, 1.311010665552612586e+00, 1.415838762408753171e+00
3.815138272746643744e-01, 1.800751753549626910e+00, -5.796636355338753016e-02, 1.311010665552612586e+00, 1.586533649582798411e+00
2.807764564530507156e-01, 1.800751753549626910e+00, -4.801526706209127693e-02, 1.311010665552612586e+00, 1.723464124463156111e+00
2.042295039012742564e-01, 1.800751753549626910e+00, -3.888953122429256865e-02, 1.311010665552612586e+00, 1.827739635619072489e+00
1.484649308245938049e-01, 1.800751753549626910e+00, -3.033734897411434484e-02, 1.311010665552612586e+00, 1.904044169930654951e+00
1.100845651856933866e-01, 1.800751753549626910e+00, -1.898550573306059808e-02, 1.311010665552612586e+00, 1.958266880232111484e+00
9.048011973479481995e-02, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.311010665552612586e+00, 2.000000000000000000e+00
9.754631489181299353e-02, 1.800751753549626910e+00, 2.681203817345899701e-02, 1.311010665552612586e+00, 2.041733119767888294e+00
1.282715322140188796e-01, 1.800751753549626910e+00, 5.366602702436888694e-02, 1.311010665552612586e+00, 2.095955830069344827e+00
1.803746801046873793e-01, 1.800751753549627354e+00, 7.827748964697497924e-02, 1.311010665552612586e+00, 2.172260364380927289e+00
2.566430566465724983e-01, 1.800751753549626688e+00, 9.775931858079400794e-02, 1.311010665552612586e+00, 2.276535875536843889e+00
3.595041603613554626e-01, 1.800751753549626910e+00, 1.084073768675042765e-01, 1.311010665552612586e+00, 2.413466350417201589e+00
4.884423690086533432e-01, 1.800751753549626910e+00, 1.106937583197633301e-01, 1.311010665552612586e+00, 2.584161237591246607e+00
6.390906946385301879e-01, 1.800751753549626910e+00, 1.059493542799321009e-01, 1.311010665552612586e+00, 2.783663390284290440e+00
8.021611427749945067e-01, 1.800751753549626910e+00, 9.488352846219980097e-02, 1.311010665552612586e+00, 3.000000000000000000e+00
9.648952246107288522e-01, 1.800751753549626910e+00, 7.962489550355024426e-02, 1.311010665552612586e+00, 3.216336609715709116e+00
1.114683219297047501e+00, 1.800751753549626910e+00, 6.279844748743022842e-02, 1.311010665552612586e+00, 3.415838762408752949e+00
1.242640564450321117e+00, 1.800751753549627132e+00, 4.670231964908430622e-02, 1.311010665552612586e+00, 3.586533649582798411e+00
1.345145820055867691e+00, 1.800751753549626910e+00, 3.270932544254930713e-02, 1.311010665552612586e+00, 3.723464124463156111e+00
1.423113380594756894e+00, 1.800751753549626910e+00, 2.139750123570554122e-02, 1.311010665552612586e+00, 3.827739635619072267e+00
1.480109922752741003e+00, 1.800751753549626910e+00, 1.273592867981763847e-02, 1.311010665552612586e+00, 3.904044169930655173e+00
1.520579592528940704e+00, 1.800751753549626910e+00, 6.370211795017220215e-03, 1.311010665552612586e+00, 3.958266880232111262e+00
1.548681941463414757e+00, 1.800751753549626910e+00, 0.000000000000000000e+00, 1.311010665552612586e+00, 4.000000000000000000e+00
1.488535907801491476e+00, 2.199764161282389718e+00, 0.000000000000000000e+00, 1.379924725610084613e+00, 0.000000000000000000e+00
1.462309519691998627e+00, 2.199764161282389718e+00, -4.778708753730778747e-03, 1.379924725610084613e+00, 4.173311976788848798e-02
1.424665096304311040e+00, 2.199764161282389718e+00, -9.007287355241509058e-03, 1.379924725610084613e+00, 9.595583006934514658e-02
1.371660982886985458e+00, 2.199764161282390162e+00, -1.469137916307373254e-02, 1.379924725610084613e+00, 1.722603643809274832e-01
1.299178355999706547e+00, 2.199764161282389718e+00, -2.198880282203564615e-02, 1.379924725610084613e+00, 2.765358755368439447e-01
1.203920548284662217e+00, 2.199764161282389718e+00, -3.077858840500658985e-02, 1.379924725610084613e+00, 4.134663504172014781e-01
1.085067542100917048e+00, 2.199764161282389718e+00, -4.051119547853590519e-02, 1.379924725610084613e+00, 5.841612375912467181e-01
